Latitude,Longitude,Time,Address,Name
37.781563,-122.3959517,2019-02-07 10:30:22,"493 3rd St ,San Francisco, CA 94107 ,USA",Picnic On Third
37.7754027,-122.4092892,2019-02-07 11:34:08,"1175 Folsom St ,San Francisco, CA 94103 ,USA",Cliff Lowe Associates
37.7756852,-122.4179707,2019-02-07 12:56:40,"1455 Market St #400 ,San Francisco, CA 94103 ,USA",Uber HQ
37.9184889,-122.3203843,2019-02-07 19:03:41,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.7754027,-122.4092892,2019-02-08 08:10:37,"1175 Folsom St ,San Francisco, CA 94103 ,USA",Cliff Lowe Associates
37.7795744,-122.4137147,2019-02-08 17:52:29,"1150 Market St ,San Francisco, CA 94102 ,USA",Civic Center
37.9184889,-122.3203843,2019-02-08 18:59:59,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.9083848,-122.3040007,2019-02-09 15:28:25,"6510 Stockton Ave ,El Cerrito, CA 94530 ,USA",El Cerrito Library - Contra Costa County Library
37.899311,-122.298936,2019-02-09 17:04:58,"2000-8000 El Cerrito Plaza ,El Cerrito, CA 94530 ,USA",El Cerrito Plaza
37.9184889,-122.3203843,2019-02-09 21:43:43,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.8551035,-122.2520854,2019-02-10 11:20:46,"2715 Prince St ,Berkeley, CA 94705 ,USA",Chinese for Christ Berkeley Church 中华归主柏克莱教会
37.859435,-122.258847,2019-02-10 13:51:29,"2801 Telegraph Ave ,Berkeley, CA 94705 ,USA",Mudrakers Cafe
37.859435,-122.258847,2019-02-10 15:44:50,"2801 Telegraph Ave ,Berkeley, CA 94705 ,USA",Mudrakers Cafe
